Wavelength	spectrum00004.asd
350	 16.5503638476583 
351	 16.7297939223833 
352	 17.138809842242 
353	 17.6828662511552 
354	 18.0970721703294 
355	 19.0094877763803 
356	 19.9042021734157 
357	 21.4296565253915 
358	 24.8430136687095 
359	 24.4629849546783 
360	 24.4130378064656 
361	 27.4212407515301 
362	 29.2108202682117 
363	 29.477472950886 
364	 30.2776733477221 
365	 33.9518610915505 
366	 36.788503970005 
367	 39.186535440452 
368	 40.7678461045898 
369	 39.889502864831 
370	 42.3591830954668 
371	 45.6467165643234 
372	 46.794043706071 
373	 48.935936202841 
374	 50.6114822813022 
375	 52.3674428495666 
376	 55.8120263795 
377	 59.2188050465586 
378	 60.8949113789923 
379	 61.095739886368 
380	 63.617513355808 
381	 66.7751361394127 
382	 70.3096322450465 
383	 73.9632717664476 
384	 75.1813734379738 
385	 77.2741578153891 
386	 81.0160673375595 
387	 84.183999306454 
388	 87.4876372808044 
389	 90.2539136477528 
390	 92.1966749356129 
391	 94.8495312830708 
392	 98.0077487186364 
393	 101.392954013719 
394	 104.611844730233 
395	 106.94974093516 
396	 109.559089057232 
397	 113.288731512083 
398	 118.162650184452 
399	 122.389600487478 
400	 125.58304579493 
401	 128.41945735525 
402	 133.830408702052 
403	 139.258990327608 
404	 143.988991563897 
405	 149.500391092655 
406	 155.375967590971 
407	 160.539736058867 
408	 164.730753141395 
409	 170.567278711669 
410	 176.56781830669 
411	 182.425760468645 
412	 188.667355094356 
413	 196.670268801046 
414	 205.029227105061 
415	 212.521877884925 
416	 218.751758548424 
417	 226.685650595448 
418	 235.682026473335 
419	 244.079187262369 
420	 252.886565614951 
421	 262.703223764431 
422	 272.754503245888 
423	 280.816237860193 
424	 291.353670851662 
425	 303.151716145627 
426	 314.329735728745 
427	 325.980090781485 
428	 336.66661218831 
429	 346.908096837482 
430	 358.48385768784 
431	 370.109096876097 
432	 382.701963323661 
433	 396.260986107281 
434	 408.077042234496 
435	 419.294683369664 
436	 431.089294239843 
437	 444.171397540334 
438	 455.332439668778 
439	 466.704948494139 
440	 479.653476251892 
441	 493.933340944805 
442	 505.693277626507 
443	 516.451012623889 
444	 528.407202634512 
445	 539.277924593925 
446	 549.355174017616 
447	 559.462443897722 
448	 570.643514389349 
449	 579.171680397527 
450	 588.238295029726 
451	 599.693088505663 
452	 608.016321252877 
453	 615.199789681124 
454	 622.525760410658 
455	 630.649196407194 
456	 637.133323565086 
457	 643.761242551787 
458	 650.835926570875 
459	 654.918116128835 
460	 658.824603300793 
461	 663.415081651332 
462	 668.522914969304 
463	 672.145455092976 
464	 677.080495266773 
465	 682.986915747393 
466	 685.487540458396 
467	 689.881366802849 
468	 694.869134052776 
469	 698.546503778935 
470	 703.376068393546 
471	 708.153711028251 
472	 712.841025294956 
473	 718.27951676866 
474	 723.308553595379 
475	 728.337814389218 
476	 733.861926485962 
477	 740.003745154097 
478	 745.425769122439 
479	 750.653918666487 
480	 757.048810610206 
481	 764.063674982257 
482	 770.285973647004 
483	 775.703617530806 
484	 782.988234752361 
485	 788.129640218019 
486	 793.610574231323 
487	 802.594520372543 
488	 808.951551355092 
489	 814.773456520065 
490	 821.305644620357 
491	 828.254417145351 
492	 835.458656664537 
493	 843.977168648584 
494	 854.119557680766 
495	 862.288372681244 
496	 872.138653717108 
497	 883.910785020443 
498	 895.238214523184 
499	 908.359376758417 
500	 922.155862282621 
501	 935.435228038561 
502	 947.938434912132 
503	 962.774008373444 
504	 979.180249777995 
505	 994.721498874795 
506	 1011.95674378112 
507	 1029.21549302764 
508	 1047.07231539081 
509	 1071.07658956115 
510	 1094.25948448826 
511	 1117.48050328805 
512	 1143.70920533426 
513	 1171.08449896734 
514	 1199.16541779052 
515	 1228.28805171591 
516	 1259.59559486314 
517	 1294.43424161965 
518	 1330.90671687506 
519	 1367.5291262874 
520	 1407.88447964143 
521	 1449.69244456799 
522	 1492.03636133863 
523	 1535.26351288226 
524	 1580.51144485778 
525	 1625.66662399454 
526	 1669.50819096118 
527	 1714.52630480278 
528	 1760.89936998402 
529	 1807.84154318776 
530	 1853.74909118895 
531	 1895.60995828276 
532	 1938.56111470145 
533	 1984.6448667735 
534	 2028.64281024347 
535	 2071.35724658876 
536	 2113.22259507537 
537	 2154.29045060902 
538	 2191.78947249701 
539	 2230.25507889575 
540	 2269.85928055265 
541	 2304.79273059066 
542	 2342.48401570851 
543	 2380.41363187295 
544	 2415.64147198634 
545	 2454.82691629386 
546	 2492.25532481178 
547	 2528.11178943466 
548	 2567.48144206834 
549	 2604.8112650088 
550	 2639.50732316089 
551	 2672.65088563861 
552	 2707.46046286156 
553	 2738.75364481636 
554	 2767.01244311583 
555	 2795.42000266607 
556	 2819.81150394673 
557	 2840.54026557878 
558	 2858.8480934155 
559	 2876.78836832549 
560	 2890.38366769093 
561	 2900.14859660966 
562	 2907.73679157244 
563	 2910.31944440914 
564	 2909.44138030324 
565	 2906.30168487266 
566	 2901.25269790837 
567	 2893.43327620473 
568	 2883.69604736187 
569	 2873.18211165164 
570	 2861.51716418867 
571	 2852.88872087576 
572	 2848.77069299374 
573	 2847.98363308869 
574	 2848.01651444049 
575	 2848.82601937977 
576	 2851.59512897644 
577	 2859.32597334125 
578	 2868.81883972081 
579	 2880.80625964828 
