Wavelength	spectrum00005.asd
350	 16.0071209546475 
351	 17.2571922832671 
352	 16.4189858612358 
353	 16.3157257869654 
354	 19.6756533849564 
355	 21.193498849821 
356	 21.8630321331805 
357	 22.2102566462585 
358	 22.3049154053819 
359	 23.6760038022282 
360	 24.8232841082568 
361	 25.3093020552666 
362	 28.8063964650026 
363	 29.6745642065079 
364	 28.8694511629699 
365	 29.9456202781767 
366	 33.4565511281853 
367	 36.3096369477336 
368	 37.6944674955731 
369	 39.9177469840249 
370	 42.3278098560715 
371	 44.5609964811742 
372	 46.2820831680401 
373	 47.020322186879 
374	 48.2618980684885 
375	 50.3157818528618 
376	 52.6699935474811 
377	 55.3149104966748 
378	 58.4603123570879 
379	 61.7225923438527 
380	 63.3321912713596 
381	 67.0233243770545 
382	 71.529204804898 
383	 74.1383198114356 
384	 75.033492323671 
385	 75.8286427382514 
386	 77.9402642812202 
387	 82.2896704488708 
388	 84.0709296019665 
389	 85.6695069938732 
390	 89.4428507831716 
391	 92.675416946514 
392	 95.5065191411465 
393	 97.8402778326462 
394	 99.7814237033644 
395	 104.054085771282 
396	 108.462242986959 
397	 111.537339185336 
398	 113.948140606768 
399	 119.770868148607 
400	 125.887949997896 
401	 128.166176900027 
402	 131.403142761781 
403	 135.575563381645 
404	 140.446533311298 
405	 145.766675263521 
406	 150.185877270916 
407	 155.51228108172 
408	 162.423381979823 
409	 165.772237297211 
410	 170.479401508815 
411	 177.370380492717 
412	 184.649826934437 
413	 191.425998409195 
414	 198.731784256857 
415	 207.067776022718 
416	 215.45944008878 
417	 223.848529272345 
418	 231.887491486126 
419	 239.455956042635 
420	 247.954964620952 
421	 256.528547056584 
422	 265.386672163713 
423	 276.06685351666 
424	 286.660607704909 
425	 297.099975610416 
426	 307.511748638244 
427	 316.905101117746 
428	 327.05927431651 
429	 338.43367529656 
430	 350.438577589334 
431	 362.343296242419 
432	 374.236554197264 
433	 386.179858661616 
434	 397.800792953366 
435	 409.492866714331 
436	 421.209650952048 
437	 432.847061252456 
438	 445.228099209143 
439	 457.695312885391 
440	 469.715991763538 
441	 481.093027918981 
442	 492.882699101562 
443	 504.199517701639 
444	 514.253725616329 
445	 525.053706034511 
446	 536.228570455861 
447	 547.305896237676 
448	 557.771142909853 
449	 566.932955525329 
450	 576.087173868708 
451	 585.856398185237 
452	 593.871444514736 
453	 601.711340976981 
454	 609.863875797916 
455	 617.909718805627 
456	 622.925687210425 
457	 627.416466128759 
458	 633.023724502205 
459	 638.661379760134 
460	 643.665323089747 
461	 648.282288975847 
462	 653.024662535854 
463	 657.558457594726 
464	 661.413029190019 
465	 665.161666434308 
466	 670.597371739123 
467	 674.297802462813 
468	 677.770127253032 
469	 682.791060344227 
470	 687.241734618966 
471	 690.995738625668 
472	 694.811687069072 
473	 700.05059307149 
474	 706.130566687003 
475	 711.267846752715 
476	 715.099198204972 
477	 721.307929271254 
478	 728.136148822918 
479	 734.558819618242 
480	 740.061150856855 
481	 745.894831392111 
482	 751.612287482012 
483	 757.075999756588 
484	 763.036106601251 
485	 768.541400063454 
486	 774.707930766818 
487	 782.484155864326 
488	 787.901892974502 
489	 793.3667811741 
490	 800.072118772306 
491	 807.373714045423 
492	 815.569793340533 
493	 824.47478816484 
494	 833.855424829696 
495	 843.97258364783 
496	 852.699142421128 
497	 861.746297155597 
498	 875.379256084221 
499	 887.789921967372 
500	 899.778970334937 
501	 912.810147594415 
502	 927.058637561302 
503	 941.261285115968 
504	 956.25985638428 
505	 973.507903077131 
506	 989.290011332432 
507	 1006.85644205447 
508	 1027.69800012975 
509	 1048.96509912895 
510	 1071.38127458015 
511	 1095.25354762082 
512	 1120.68441878122 
513	 1147.03703575541 
514	 1174.49847167295 
515	 1203.67921284664 
516	 1235.60293464787 
517	 1269.53703525447 
518	 1305.54321101033 
519	 1343.49602811341 
520	 1381.84047936913 
521	 1421.97634952727 
522	 1464.30033415489 
523	 1508.26087044581 
524	 1552.5976509777 
525	 1597.3480048362 
526	 1642.65379166976 
527	 1688.36025338298 
528	 1732.84427700262 
529	 1776.38785314153 
530	 1820.38533416345 
531	 1865.55904332295 
532	 1910.80807730875 
533	 1954.92197874773 
534	 1996.78310401779 
535	 2038.77976641239 
536	 2080.13042914 
537	 2119.2405215961 
538	 2156.96220394106 
539	 2196.02458060479 
540	 2235.75959904723 
541	 2271.18923392028 
542	 2307.34605662353 
543	 2343.72755071817 
544	 2379.42240004143 
545	 2418.35977309405 
546	 2454.56575330184 
547	 2488.6279083885 
548	 2526.60051213646 
549	 2563.80868862844 
550	 2599.16028666956 
551	 2632.74067074451 
552	 2666.06973050207 
553	 2697.12009647943 
554	 2725.61294079989 
555	 2752.12392156941 
556	 2775.1049628321 
557	 2796.20369942218 
558	 2815.92822253587 
559	 2831.97616755891 
560	 2844.35133277441 
561	 2853.72180972455 
562	 2860.55695731839 
563	 2861.73413477422 
564	 2860.62275575732 
565	 2858.08468334544 
566	 2851.19206255462 
567	 2844.17082803572 
568	 2835.53863037808 
569	 2823.54786828771 
570	 2811.10975094596 
571	 2803.13252993816 
572	 2799.87907999135 
573	 2797.49092464544 
574	 2795.46485580588 
575	 2794.39371306236 
576	 2796.04875522866 
577	 2804.96049283096 
578	 2814.09415373777 
