Wavelength	spectrum00010.asd
350	 17.1656029584557 
351	 17.298099557701 
352	 17.7852824641121 
353	 18.6749887945959 
354	 19.4706703824747 
355	 19.5789320957545 
356	 21.1944414221765 
357	 23.7507109675233 
358	 24.513184862592 
359	 26.1097344762891 
360	 27.7622114270928 
361	 28.8601852703868 
362	 30.5415052357106 
363	 31.959146147899 
364	 33.528313565685 
365	 35.9366085919833 
366	 38.1162387336998 
367	 40.4326757572838 
368	 42.6479838710949 
369	 43.692760905324 
370	 44.9490514709631 
371	 46.9294510233241 
372	 49.4921081382173 
373	 51.1569902050249 
374	 52.9811525760934 
375	 55.5226876430858 
376	 58.7875315974 
377	 60.8426747976118 
378	 63.0679279441182 
379	 65.7087525198906 
380	 65.7278785525458 
381	 67.8937684854424 
382	 72.6603605388898 
383	 78.2159046608253 
384	 80.3485084765545 
385	 81.8465774458038 
386	 83.9499315329875 
387	 85.8175250392189 
388	 87.8082122943391 
389	 91.0616570565298 
390	 95.7132106278081 
391	 98.3852276684134 
392	 102.035844596927 
393	 106.002931369898 
394	 108.025426647253 
395	 112.625169538107 
396	 116.299313168313 
397	 117.523423165812 
398	 119.754488477697 
399	 125.095888884816 
400	 131.354271104494 
401	 135.463011597083 
402	 139.066832023373 
403	 143.450647193442 
404	 148.554593428092 
405	 152.985168508911 
406	 158.455463642386 
407	 164.352971512345 
408	 170.014747572762 
409	 176.260508854119 
410	 182.360054572725 
411	 188.76681911293 
412	 196.484853323335 
413	 204.517667409097 
414	 211.170381021571 
415	 217.064699951451 
416	 227.581276559584 
417	 235.512905521017 
418	 242.860216313109 
419	 253.724637599157 
420	 263.781659318209 
421	 273.953658862377 
422	 284.007513979495 
423	 292.123463828809 
424	 302.708338450141 
425	 313.89875863002 
426	 323.811189194278 
427	 336.124977469892 
428	 348.121346033143 
429	 359.849020314364 
430	 373.118120335463 
431	 385.62249314823 
432	 397.3547178171 
433	 408.781572719098 
434	 420.469641709081 
435	 433.099693504913 
436	 446.376314326696 
437	 459.557641203901 
438	 472.55931333307 
439	 484.94617813424 
440	 496.827392254159 
441	 509.032928308695 
442	 522.868814219935 
443	 536.224008289088 
444	 547.171157336112 
445	 559.155575096981 
446	 569.969060318412 
447	 579.859978319584 
448	 591.257722521021 
449	 602.373368330313 
450	 611.478466181833 
451	 618.73213806352 
452	 629.619683105695 
453	 638.349113729608 
454	 645.021021404165 
