Wavelength	spectrum00007.asd
350	 18.8624722292146 
351	 18.9494500341143 
352	 18.2958806421345 
353	 18.2059150421949 
354	 19.7090122596955 
355	 22.8264765598536 
356	 24.005005746851 
357	 23.1789710880981 
358	 23.2846882250124 
359	 24.0100704893438 
360	 25.4252071036887 
361	 27.3418958485539 
362	 29.0594172781193 
363	 30.1115987434704 
364	 31.8460487196432 
365	 35.5990748861559 
366	 37.2463599777703 
367	 38.9009764723734 
368	 41.3237846668731 
369	 43.0573124083799 
370	 44.7223356120897 
371	 46.8679910594069 
372	 49.4921651022722 
373	 50.7352055352889 
374	 52.3784753930509 
375	 54.9822113531418 
376	 58.0697569645204 
377	 59.6129797626286 
378	 61.4141358182518 
379	 64.4075323907158 
380	 66.8757124112138 
381	 69.5179285926649 
382	 72.7519457342477 
383	 76.5327285176822 
384	 78.9702246900493 
385	 80.3484697252554 
386	 81.7593746275438 
387	 84.9126878319326 
388	 88.4975882583094 
389	 91.986200780255 
390	 95.1985966368764 
391	 98.4836095928521 
392	 101.734390757254 
393	 104.239330800319 
394	 105.407600027643 
395	 109.343900695411 
396	 113.055967038077 
397	 115.367939572 
398	 119.864620490797 
399	 125.492323231925 
400	 130.614242004517 
401	 133.957994850553 
402	 137.45559112028 
403	 142.218950342058 
404	 147.552538153684 
405	 151.08038751496 
406	 156.768565135165 
407	 162.979714055237 
408	 167.956188377971 
409	 173.283971218871 
410	 180.239987091344 
411	 187.489753863379 
412	 192.683340538645 
413	 201.129885884163 
414	 209.714703345464 
415	 216.602956394548 
416	 224.362486913497 
417	 232.561715229562 
418	 240.640675244 
419	 248.422954931443 
420	 258.492385878468 
421	 269.29332711601 
422	 279.498363878262 
423	 288.410862982621 
424	 299.385455822085 
425	 310.905060388153 
426	 321.251771259731 
427	 332.473601371785 
428	 342.887576035094 
429	 353.372687078232 
430	 366.321901526758 
431	 378.856351554828 
432	 391.599940859041 
433	 404.748143974375 
434	 416.250858704921 
435	 427.79233031489 
436	 439.968160974675 
437	 452.833472090475 
438	 466.046367783573 
439	 478.504720903941 
440	 490.089401070478 
441	 502.081437369543 
442	 514.175792270809 
443	 526.668581887567 
444	 539.42641525698 
445	 549.846511064032 
446	 561.300689669291 
447	 573.832785661917 
448	 584.409781160628 
449	 593.088829175905 
450	 601.56132869556 
451	 610.949839722396 
452	 619.864520132946 
453	 628.430655009406 
454	 636.554589228617 
455	 643.964405529588 
456	 649.444810197826 
457	 655.600959075365 
458	 662.990401552451 
459	 667.449612312721 
460	 673.583101349647 
461	 679.84254547062 
462	 683.210932921919 
463	 685.756209772291 
464	 688.969886234488 
465	 693.435807845648 
466	 698.690057544368 
467	 703.097316588685 
468	 707.369710520345 
469	 712.558516270673 
470	 718.65006242726 
471	 723.178931805683 
472	 726.740505634192 
473	 732.29135327237 
474	 739.006324909629 
475	 744.214510635396 
476	 747.126080421572 
477	 752.269912773444 
478	 759.202544744484 
479	 766.58315071712 
480	 772.75433449479 
481	 779.344781210477 
482	 785.342103838906 
483	 790.91980966734 
484	 798.922444927434 
485	 805.265982624597 
486	 810.151842189562 
487	 815.440002573341 
488	 822.89673165024 
489	 830.767226733399 
490	 837.882315802723 
491	 844.044447690861 
492	 852.465825507743 
493	 861.52956375846 
494	 869.610046029792 
495	 879.894183460378 
496	 890.383797194052 
497	 901.035447256946 
498	 913.324572303954 
499	 926.710224677643 
500	 940.664277964075 
501	 954.841101795629 
502	 969.251885400802 
503	 984.898958477093 
504	 1001.76377216254 
505	 1019.22742974262 
506	 1036.79848888143 
507	 1054.39523030535 
508	 1073.37554440341 
509	 1097.66879874669 
510	 1122.70651934817 
511	 1148.24479669709 
512	 1175.19196057037 
513	 1201.4722975007 
514	 1231.17110591447 
515	 1264.68405788409 
516	 1297.67577235504 
517	 1334.2741403273 
518	 1373.02014310816 
519	 1412.11058347653 
520	 1453.97340706427 
521	 1497.51540395363 
522	 1542.32404060231 
523	 1588.63661209669 
524	 1637.78628304091 
525	 1686.14796673068 
526	 1731.79429796679 
527	 1779.2797876347 
528	 1828.37716141765 
529	 1877.49076864181 
530	 1924.50794885344 
531	 1971.41119364688 
532	 2018.70658150568 
533	 2066.34345948411 
534	 2113.81607535528 
535	 2158.57612621535 
536	 2201.68590279462 
537	 2244.91292027229 
538	 2284.73284146797 
539	 2325.28220057355 
540	 2366.88882472574 
541	 2404.57455284387 
542	 2443.20642617671 
543	 2482.3202904012 
544	 2520.8468179996 
545	 2561.29694190754 
546	 2601.2154523708 
547	 2640.56233713704 
548	 2681.26065483694 
549	 2720.34745751672 
550	 2755.87260950252 
551	 2788.5560550678 
552	 2825.97967627796 
553	 2859.97367712914 
554	 2890.7628589728 
555	 2922.3619132527 
556	 2946.85550416017 
557	 2966.42000577134 
558	 2984.09263218136 
559	 3002.24883592535 
560	 3017.57387228778 
561	 3027.7109325411 
562	 3031.53465056271 
563	 3032.57607121366 
564	 3031.9002460426 
565	 3028.94100631675 
566	 3021.33210597051 
567	 3011.63026360197 
